stem,ours_lbl_0,ours_lbl_1,ours_lbl_2,ours_lbl_3,ours_lbl_4,ours_lbl_5,ours_lbl_6,ours_lbl_7,ours_lbl_8,ours_lbl_9,ours_lbl_10,ours_lbl_11,ours_lbl_12,ours_lbl_13,ours_lbl_14,ours_lbl_16,ours_lbl_17,ours_lbl_18,ours_lbl_19,ours_lbl_20,ours_lbl_21,ours_lbl_22,ours_lbl_23,ours_lbl_24,auth_lbl_0,auth_lbl_1,auth_lbl_2,auth_lbl_3,auth_lbl_4,auth_lbl_5,auth_lbl_6,auth_lbl_7,auth_lbl_8,auth_lbl_9,auth_lbl_10,auth_lbl_11,auth_lbl_12,auth_lbl_13,auth_lbl_14,auth_lbl_16,auth_lbl_17,auth_lbl_18,auth_lbl_19,auth_lbl_20,auth_lbl_21,auth_lbl_22,auth_lbl_23,auth_lbl_24
00008999,12,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,4,0,0,0,0
00009007,12,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
00009014,26,0,0,0,3,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,24,0,0,0,3,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
00009016,11,0,6,0,0,0,0,0,4,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,10,0,6,0,0,0,0,0,4,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0
00009020,23,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,22,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
00009021,19,3,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
00009027,12,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0
00009028,15,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,2,0,12,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,2,0
00009036,22,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10,3,0,0
00009043,7,0,0,4,0,0,0,0,0,0,0,4,5,3,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,4,5,4,0,0,0,0,0,0,0,0,0,0
00009048,19,0,0,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,6,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
00009051,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
00009052,13,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,4,0,0,0,0,0
00009066,41,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,6,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00009067,18,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,17,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0
00009073,21,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,2,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00009075,12,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0
00009083,11,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,5,4,0,0,0,0,0,4,0,0,0,0
00009084,17,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,15,6,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0
00009089,13,0,0,4,3,0,0,3,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,12,0,0,4,3,0,0,3,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0
00009090,29,6,0,0,3,6,0,0,2,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,24,6,0,0,3,9,0,0,2,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0
00009103,14,0,0,0,0,0,2,0,0,0,0,0,0,3,0,1,1,0,0,0,5,0,0,0,13,0,0,0,0,0,2,0,0,0,0,0,0,4,0,1,1,0,0,0,5,0,0,0
00009105,11,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,3,0,0
00009109,13,0,0,0,3,6,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,12,0,0,0,3,6,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0
00009115,9,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,2,0,0,0,0,0,0
00009119,18,0,0,0,0,0,2,0,0,0,0,0,0,0,13,0,0,0,0,4,0,0,0,0,16,0,0,0,0,0,3,0,0,0,0,0,0,0,14,0,0,0,0,4,0,0,0,0
00009120,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
00009125,7,0,0,4,0,0,0,0,0,3,1,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,3,2,0,5,0,0,0,0,0,0,0,0,0,0,0
00009129,9,3,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,3,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
00009130,13,0,0,0,3,0,0,0,0,3,1,0,5,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0,0,3,2,0,5,0,0,0,0,0,0,0,0,0,0,0
00009132,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,0,0
00009133,13,0,2,0,0,6,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,11,0,2,0,0,6,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0
00009143,13,0,0,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,3,0,0
00009149,8,3,0,0,0,6,0,0,2,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,7,3,0,0,0,6,0,0,2,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0
00009153,20,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,3,0,0
00009165,30,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,27,3,0,0,0,0,0,3,2,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0
00009168,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,2,0
00009172,27,0,0,0,0,6,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,25,0,0,0,0,6,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0
00009177,18,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,15,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0
00009182,40,0,0,4,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
00009189,9,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,5,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,4,0,0,0,1,0,0,5,0,0,0,0,0
00009194,22,0,0,0,0,6,0,0,0,0,0,4,5,0,6,1,0,0,0,0,0,0,0,0,21,0,0,0,0,6,0,0,0,0,0,4,5,0,7,1,0,0,0,0,0,0,0,0
00009196,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0
00009200,30,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,29,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
00009212,11,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
00009217,20,0,0,0,0,0,2,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,2,0,0,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0
00009226,13,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,2,0,0,0,0,0,0,12,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,2,0,0,0,0,0,0
00009233,22,3,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,19,3,0,0,0,0,0,0,2,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0
00009236,15,3,0,0,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,3,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0
00009247,8,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,2,0,7,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,3,2,0
00009249,9,3,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,5,0,0,0,8,3,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,5,0,0,0
00009252,7,0,0,0,0,0,2,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,2,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,2,0
00009254,12,0,0,0,0,0,0,2,0,3,0,0,4,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,3,0,0,5,0,0,0,1,0,0,0,0,0,0,0
00009256,9,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,2,0
00009258,12,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,11,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0
00009267,20,0,2,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,19,0,2,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
00009271,20,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,17,0,0,0,0,0,2,0,2,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0
00009283,19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,5,3,0,0,18,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,5,3,0,0
00009293,17,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,16,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0
00009303,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,3,0,0,18,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,5,3,0,0
00009306,22,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,21,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0
00009317,24,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,1,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,1,0,0,0,0,0,0,0
00009333,14,3,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00009342,30,0,0,0,3,0,0,0,0,0,1,4,0,3,0,0,0,0,0,0,0,0,0,0,28,0,0,0,3,0,0,0,0,0,2,4,0,4,0,0,0,0,0,0,0,0,0,0
00009343,18,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,17,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0
00009364,25,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,3,0,4,0,0,0,1,0,0,0,0,0,0,0,0
00009367,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
00009369,10,0,0,0,0,7,0,0,1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,7,0,0,2,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0
00009372,19,0,0,4,0,6,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,4,0,6,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
00009373,17,3,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,2,0,16,3,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,2,0
00009374,19,0,2,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,18,0,2,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0
00009385,27,3,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,4,0,0,0,0,0,25,3,0,0,0,0,0,0,0,0,2,0,0,4,0,0,1,0,4,0,0,0,0,0
00009386,9,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
00009394,7,0,0,0,0,0,2,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0
00009400,10,0,0,0,0,0,0,0,0,3,0,4,0,0,6,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,4,0,0,7,1,0,0,0,0,0,0,0,0
00009405,23,3,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,6,0,0,22,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,6,0,0
00009417,17,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,5,0,0,0
00009446,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
00009452,20,3,0,4,0,6,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,18,3,0,4,0,6,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
00009456,15,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,14,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0
00009457,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0
00009463,24,0,0,4,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,20,0,0,4,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
00009466,12,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,5,0,0,0,0,0,0,0
00009482,15,3,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,13,3,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0
00009484,11,0,0,0,3,0,0,0,0,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,2,4,5,0,0,0,0,0,0,0,0,0,0,0
00009485,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
00009486,17,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,3,2,4,0,0,0,0,0,0,0,0,0,3,0,0
00009497,16,0,0,4,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15,0,0,4,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
00009503,12,0,2,0,0,0,0,0,1,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,11,0,2,0,0,0,0,0,2,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0
00009504,8,0,0,0,0,0,0,0,1,0,0,4,0,3,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,2,0,0,4,0,4,0,0,0,0,0,0,5,0,0,0
00009508,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0
00009510,33,0,2,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,32,0,2,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
00009516,14,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,1,0,4,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,1,0,5,0,0,0,0,0
00009523,14,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,4,0,0,2,0,13,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,4,0,0,2,0
00009526,10,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,9,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,3,0,0
00009544,30,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,29,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0
00009552,24,0,0,0,0,6,0,2,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,23,0,0,0,0,6,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
00009553,39,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,38,0,0,0,0,12,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
00009554,11,0,0,0,0,0,0,0,2,3,0,4,0,3,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,2,3,0,4,0,4,0,0,0,0,4,0,0,0,0,0
00009578,17,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0
00009583,9,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0
00009592,12,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0
00009593,30,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,3,2,0,0,0,7,0,0,0,0,0,0,0,0,0
00009595,8,3,0,0,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,7,3,0,0,3,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0
00009600,20,0,4,0,0,6,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,19,0,4,0,0,6,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0
00009605,15,1,0,4,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,13,3,0,4,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0
00009607,11,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,3,0,0,10,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,3,0,0
00009617,8,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0
00009626,13,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00009627,31,0,0,0,3,6,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,3,6,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
00009629,27,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,5,0,0,0,26,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,5,0,0,0
00009633,12,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
00009644,11,0,0,0,0,6,0,0,2,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,6,0,0,2,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0
00009646,12,0,0,0,0,0,1,0,0,0,0,4,5,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,2,0,0,0,0,4,5,0,0,1,0,0,0,0,0,0,0,0
00009647,15,0,0,0,0,0,0,0,0,0,0,4,0,6,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,0,8,0,1,0,0,0,0,0,0,0,0
00009657,14,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,2,0,0,0,0,0,0
00009672,15,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,5,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
00009678,29,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,5,0,0,0,27,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,5,0,0,0
00009686,20,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,5,6,0,0,19,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,5,6,0,0
00009689,14,0,2,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,0,2,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
00009691,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,5,0,2,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,0,0,5,0,2,0
00009692,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0
00009693,22,3,0,0,0,6,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,20,3,0,0,0,6,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0
00009701,13,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0
00009708,30,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,3,0,0,29,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,3,0,0
00009711,9,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,2,4,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,2,4,0,0,0,0,0
00009713,8,3,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,7,3,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0
00009717,30,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,29,0,0,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
00009724,13,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
00009725,17,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0
00009735,13,3,2,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,12,3,2,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0
00009743,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
00009752,18,0,0,0,0,0,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
00009772,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0
00009774,13,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
