stem,ours_0,ours_1,ours_2,ours_3,ours_4,ours_5,ours_6,ours_7,ours_8,ours_9,ours_10,ours_11,ours_12,ours_13,ours_14,ours_15,ours_16,ours_17,ours_18,ours_19,ours_20,ours_21,ours_22,ours_23,ours_24,auth_0,auth_1,auth_2,auth_3,auth_4,auth_5,auth_6,auth_7,auth_8,auth_9,auth_10,auth_11,auth_12,auth_13,auth_14,auth_15,auth_16,auth_17,auth_18,auth_19,auth_20,auth_21,auth_22,auth_23,auth_24,delta_0,delta_1,delta_2,delta_3,delta_4,delta_5,delta_6,delta_7,delta_8,delta_9,delta_10,delta_11,delta_12,delta_13,delta_14,delta_15,delta_16,delta_17,delta_18,delta_19,delta_20,delta_21,delta_22,delta_23,delta_24
00013243,14,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,13,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00013250,21,8,0,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,19,10,0,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00013253,17,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
00013254,10,0,0,4,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,9,0,0,4,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
00013257,10,0,0,0,0,0,2,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00013263,17,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,2,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,2,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0
00013267,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,2,0,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
00013277,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,0,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,4,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
00013284,15,0,0,0,0,0,0,2,0,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
00013285,22,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00013287,14,0,2,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,2,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
00013289,20,0,0,4,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,19,0,0,4,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
00013293,38,0,0,0,0,0,2,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,37,0,0,0,0,0,2,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
00013296,14,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,2,13,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
00013297,11,0,0,0,3,0,0,0,2,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,2,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00013298,13,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,12,0,2,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00013300,11,0,0,4,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,4,3,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00013302,38,3,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,36,3,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
00013311,19,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00013315,28,0,0,0,3,0,0,0,0,0,1,4,0,0,0,0,2,0,0,0,0,0,0,0,0,27,0,0,0,3,0,0,0,0,0,2,4,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00013316,16,0,2,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,4,0,0,0,0,14,0,2,0,0,0,0,0,0,0,2,0,5,0,0,0,0,1,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
00013317,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,2,16,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0
00013318,12,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,11,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00013319,9,0,0,4,0,0,1,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,3,8,0,0,4,0,0,2,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00013322,27,0,0,0,0,0,0,0,1,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,2,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,-1,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0
00013323,21,0,0,0,0,0,0,1,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,4,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00013324,15,3,0,0,0,6,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,6,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00013325,25,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,4,0,0,4,0,24,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,4,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
00013329,11,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00013332,15,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
00013333,16,3,0,0,3,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00013336,15,0,0,0,3,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,14,0,0,0,3,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
00013338,13,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,11,3,0,0,0,0,0,3,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00013339,26,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,3,0,0,24,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0
00013341,23,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,4,0,0,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
00013343,39,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,35,0,2,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,-2,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
00013345,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
00013348,20,0,2,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,3,0,0,18,0,2,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0
00013352,21,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,2,0,0,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
00013354,15,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
00013356,9,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
00013359,17,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,15,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00013364,22,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00013369,35,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,3,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,2,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,-1,0,0,0,0
00013372,12,0,0,0,0,0,0,3,0,0,1,4,0,0,0,0,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,3,0,0,2,4,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00013375,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00013378,30,0,0,0,0,7,4,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,29,0,0,0,0,7,4,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
00013379,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,17,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,-1,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00013380,15,0,0,4,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,13,0,0,4,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00013382,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00013383,16,0,0,4,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,15,0,0,4,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
00013384,22,0,0,4,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,2,1,21,0,0,4,0,0,0,0,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
00013385,19,2,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,3,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00013388,24,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,1,23,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
00013389,12,3,0,0,0,6,0,2,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,3,0,0,0,6,0,3,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00013392,8,0,0,0,0,0,0,0,0,0,0,0,0,3,7,1,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,7,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
00013394,17,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
00013395,14,3,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,2,0,0,0,3,0,0,13,3,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00013397,18,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,2,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0
00013398,25,0,0,0,0,0,0,0,0,0,1,4,0,0,6,0,0,0,0,0,0,0,0,0,1,23,0,0,0,0,0,0,0,0,0,2,4,0,0,7,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
00013399,15,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00013406,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6,0,0,16,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00013410,15,0,0,0,0,0,0,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,3,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00013412,32,0,2,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,2,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
00013413,18,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0
00013416,22,0,2,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,4,0,0,0,0,0,21,0,2,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00013417,13,0,0,0,4,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,6,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00013418,23,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,22,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
00013419,17,0,0,0,1,6,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,14,0,0,0,3,6,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,-2,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
00013420,27,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,26,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00013421,21,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1,0,0,0,0,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,4,7,1,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0
00013425,16,0,0,0,0,0,0,0,0,6,2,4,0,0,0,0,0,0,4,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,6,4,4,0,0,0,0,0,0,4,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00013427,29,0,0,0,0,0,3,0,0,0,1,0,0,3,7,0,0,0,0,0,0,5,0,0,1,26,0,0,0,0,0,4,0,0,0,2,0,0,4,7,0,0,0,0,0,0,5,0,0,1,3,0,0,0,0,0,-1,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
00013428,19,0,0,5,3,0,0,0,0,0,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,16,0,0,6,3,0,0,0,0,0,2,0,0,0,7,1,0,0,0,0,0,0,0,0,0,3,0,0,-1,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
00013429,11,0,0,0,3,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
00013431,19,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,17,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00013432,26,0,0,0,3,0,2,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,24,0,0,0,4,0,2,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
00013434,14,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
00013436,17,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,-1,0,0,0,0,0,0
00013437,9,0,0,0,3,0,0,0,0,0,0,0,0,3,7,0,0,1,0,0,0,5,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,4,7,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
00013438,18,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,0,0,0,0,0,0,3,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00013441,32,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,5,3,0,1,31,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,5,3,0,1,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00013443,14,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,-1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
00013444,25,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0
00013448,25,6,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,24,6,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
00013454,34,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
00013461,20,0,0,4,0,6,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,4,0,6,2,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,-2,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
